Student_ID,University,Department,Semester,Gender,Age,CGPA,Java,Python,DSA,DBMS,OS,CN,Web_Development,SQL,Git,Cloud,AI_ML,Communication,Aptitude,Teamwork,Internship,Certifications,Resume_Score,Coding_Test_Score,Mock_Interview_Score,Curriculum_Coverage,Industry_Skill_Level,Skill_Gap_Score,Placement,Company,Package_LPA,Placement_Probability
S0905,University A,CSE-AI,8,Female,24,8.03,5,1,4,4,4,3,5,1,5,2,2,5,5,3,No,6,67,95,65,3.71,3.43,1.57,Yes,Cognizant,14.82,1.0
S0906,University B,CSE,8,Female,21,8.79,4,2,4,1,4,3,2,1,4,5,5,1,1,4,No,6,96,89,98,2.71,3.57,1.43,Yes,Capgemini,4.03,1.0
S0907,University B,IT,8,Male,21,7.91,4,3,5,2,2,2,4,3,4,4,1,3,1,2,Yes,4,50,79,52,3.14,3.43,1.57,Yes,Cognizant,17.63,1.0
S0908,University A,CSE,8,Female,24,7.9,4,2,3,3,2,1,3,1,2,2,1,5,1,3,No,3,58,40,62,2.43,2.71,2.29,Yes,Infosys,14.87,0.88
S0909,University D,CSE,8,Female,21,9.19,3,1,5,2,2,3,3,2,5,1,1,5,4,5,No,0,90,99,54,2.86,3.0,2.0,Yes,Capgemini,5.66,1.0
S0910,University A,CSE,8,Male,20,8.78,3,5,4,2,2,2,3,1,4,3,2,2,3,1,No,6,94,81,88,2.43,3.29,1.71,Yes,IBM,6.71,1.0
S0911,University D,IT,8,Male,20,6.35,4,5,4,1,4,2,1,4,1,2,5,4,4,2,Yes,1,99,42,47,2.86,3.57,1.43,Yes,Accenture,12.42,0.92
S0912,University A,IT,8,Male,24,8.01,2,4,5,5,1,1,3,4,4,5,3,1,1,1,No,1,58,61,96,3.0,3.43,1.57,Yes,TCS,11.95,0.89
S0913,University C,CSE-DS,8,Female,23,7.53,2,1,4,2,2,1,1,2,5,4,5,1,5,4,Yes,5,74,71,54,2.0,3.14,1.86,Yes,TCS,6.28,0.91
S0914,University B,CSE-DS,8,Male,20,8.99,4,1,5,2,5,1,4,1,4,3,3,2,4,1,Yes,6,64,88,64,3.14,3.14,1.86,Yes,Wipro,7.9,1.0
S0915,University D,CSE-DS,8,Female,20,8.35,1,2,3,2,2,5,3,1,2,1,5,3,3,4,No,1,74,79,46,2.43,2.43,2.57,Yes,Wipro,6.62,0.84
S0916,University A,CSE-DS,8,Male,21,6.49,2,4,4,1,4,5,3,5,1,2,3,3,3,5,No,0,74,42,53,3.43,2.71,2.29,Yes,Microsoft,5.09,0.76
S0917,University C,IT,8,Female,20,9.04,5,4,3,5,5,4,3,4,5,4,5,4,2,2,No,3,53,98,45,4.14,4.29,0.71,Yes,Capgemini,11.0,1.0
S0918,University B,IT,8,Male,21,7.75,2,4,5,1,5,1,5,1,4,3,5,5,2,1,No,2,52,43,70,2.86,4.0,1.0,Yes,Amazon,12.07,0.92
S0919,University B,CSE,8,Male,21,8.96,2,3,5,3,5,4,3,4,1,5,2,1,2,5,No,2,67,67,56,3.71,2.71,2.29,Yes,TCS,5.72,0.95
S0920,University D,CSE-AI,8,Male,24,8.77,4,2,1,3,3,1,2,2,1,1,1,1,5,5,No,1,100,58,92,2.29,1.57,3.43,Yes,IBM,14.21,0.8
S0921,University D,CSE,8,Female,20,5.52,5,5,5,5,1,1,3,1,4,1,1,5,1,4,Yes,6,65,48,88,3.0,3.71,1.29,Yes,Deloitte,10.92,0.97
S0922,University B,IT,8,Male,20,7.88,3,3,5,1,5,4,4,3,4,2,1,1,1,5,No,5,64,55,72,3.57,2.71,2.29,Yes,Infosys,5.28,0.87
S0923,University C,CSE-AI,8,Female,21,7.8,1,3,1,5,5,3,3,3,5,2,5,3,2,1,Yes,5,66,91,99,3.0,2.86,2.14,Yes,Infosys,13.47,0.9
S0924,University C,CSE,8,Male,24,6.72,4,1,4,3,4,5,5,5,3,3,5,3,4,4,No,1,95,43,51,4.29,3.29,1.71,Yes,Wipro,4.38,0.81
S0925,University D,CSE-AI,8,Female,21,9.51,5,2,2,2,5,4,5,3,1,2,4,2,1,5,No,4,54,71,61,3.71,2.57,2.43,Yes,Wipro,13.83,0.94
S0926,University B,CSE-DS,8,Female,24,7.31,2,2,3,4,1,1,3,1,2,5,1,5,2,5,No,0,85,47,88,2.14,2.86,2.14,Yes,Infosys,9.78,0.86
S0927,University A,CSE,8,Male,21,5.58,4,1,1,1,4,5,2,2,1,3,4,4,1,1,Yes,1,85,55,78,2.71,2.57,2.43,Yes,Infosys,5.65,0.77
S0928,University C,IT,8,Male,22,9.83,2,5,4,1,3,1,2,1,3,5,3,1,4,4,No,6,70,54,97,2.0,3.29,1.71,Yes,Capgemini,15.08,1.0
S0929,University D,CSE-AI,8,Female,21,8.38,2,4,4,2,3,4,1,1,5,1,3,2,1,3,No,5,97,91,85,2.43,3.0,2.0,Yes,Capgemini,18.25,0.97
S0930,University C,IT,8,Male,21,7.04,4,1,4,4,5,2,2,3,1,2,4,2,4,4,Yes,4,75,94,71,3.43,2.57,2.43,Yes,IBM,14.05,0.95
S0931,University C,IT,8,Female,21,6.71,1,5,4,4,5,4,5,3,5,3,4,4,1,2,Yes,5,63,63,45,3.71,3.71,1.29,Yes,Infosys,4.05,0.94
S0932,University C,CSE-DS,8,Male,20,6.05,3,3,2,3,1,3,4,4,5,2,1,2,1,3,No,6,66,78,92,2.86,2.57,2.43,Yes,Wipro,14.77,0.78
S0933,University C,CSE-AI,8,Male,24,9.77,3,3,1,1,1,5,4,2,5,5,1,5,2,4,Yes,0,92,67,59,2.43,3.29,1.71,Yes,Cognizant,8.1,1.0
S0934,University A,CSE-AI,8,Male,20,7.77,5,4,5,1,4,4,3,1,3,1,1,1,2,1,Yes,6,73,59,57,3.29,2.86,2.14,Yes,Capgemini,13.35,0.99
S0935,University D,CSE,8,Male,20,6.02,4,1,3,5,5,4,1,2,4,2,1,5,4,1,Yes,1,60,43,89,3.43,2.86,2.14,Yes,Microsoft,6.52,0.82
S0936,University C,CSE,8,Female,20,9.05,1,1,2,3,4,1,2,1,4,1,5,4,5,4,Yes,6,97,46,85,2.0,2.57,2.43,Yes,Wipro,14.87,0.93
S0937,University D,CSE,8,Female,21,8.06,3,4,5,3,3,1,1,1,2,4,3,2,3,5,Yes,5,57,41,75,2.43,3.29,1.71,Yes,Amazon,17.34,0.98
S0938,University D,CSE-DS,8,Female,23,8.93,5,1,2,4,1,4,1,4,1,5,5,1,5,4,Yes,1,62,83,83,3.0,2.86,2.14,Yes,Microsoft,16.69,0.97
S0939,University D,CSE,8,Male,21,8.91,5,2,4,3,2,1,4,4,5,1,1,2,3,5,Yes,5,96,85,80,3.29,2.86,2.14,Yes,Cognizant,9.0,1.0
S0940,University D,IT,8,Female,20,8.37,3,2,2,2,4,2,2,1,4,5,1,4,5,4,No,6,79,56,70,2.29,3.0,2.0,Yes,TCS,13.5,0.95
S0941,University C,CSE-AI,8,Female,21,7.42,1,2,5,3,2,1,3,1,1,4,3,2,4,1,Yes,3,50,53,57,2.29,2.57,2.43,Yes,Amazon,8.96,0.88
S0942,University A,CSE-DS,8,Male,20,8.59,1,5,5,2,5,2,3,5,3,5,1,2,1,1,No,0,97,67,83,3.29,3.14,1.86,Yes,Infosys,15.64,0.96
S0943,University C,IT,8,Female,22,6.15,3,1,4,4,3,5,4,3,4,2,2,5,3,2,No,4,55,45,45,3.71,3.0,2.0,Yes,Infosys,8.39,0.8
S0944,University C,IT,8,Male,22,8.88,2,4,5,5,4,1,3,4,2,5,3,3,1,2,Yes,3,81,61,96,3.43,3.43,1.57,Yes,Accenture,4.98,1.0
S0945,University A,IT,8,Male,20,7.09,2,4,1,5,4,2,2,4,1,2,3,3,4,3,No,3,99,69,74,2.86,2.29,2.71,Yes,Cognizant,5.62,0.81
S0946,University D,CSE-DS,8,Male,22,7.53,1,5,4,1,3,4,3,4,5,2,4,1,2,1,No,2,69,54,78,2.86,3.14,1.86,Yes,Wipro,3.74,0.79
S0947,University D,IT,8,Female,22,7.71,3,4,2,4,1,2,5,2,3,3,4,5,4,2,No,1,85,73,98,2.71,3.43,1.57,Yes,TCS,8.0,0.93
S0948,University D,CSE,8,Female,20,6.1,4,4,2,2,4,1,2,3,2,5,4,4,4,2,No,4,58,53,78,2.57,3.57,1.43,Yes,Amazon,9.97,0.85
S0949,University D,IT,8,Female,20,9.01,5,5,4,5,2,2,1,3,3,2,3,1,3,1,Yes,3,62,76,71,3.14,3.29,1.71,Yes,Cognizant,14.63,1.0
S0950,University C,CSE-AI,8,Male,23,6.88,3,4,4,1,4,5,5,4,4,3,3,3,2,4,Yes,4,95,95,46,3.71,3.43,1.57,Yes,Amazon,7.12,1.0
S0951,University A,IT,8,Male,20,6.42,4,2,4,2,2,1,2,2,2,4,1,1,1,4,No,5,81,67,83,2.43,2.57,2.43,Yes,Deloitte,5.31,0.84
S0952,University B,CSE,8,Male,23,8.93,2,5,5,3,1,3,3,5,4,5,5,2,1,3,Yes,0,77,77,45,3.14,4.0,1.0,Yes,Wipro,6.61,1.0
S0953,University A,IT,8,Male,23,9.88,5,5,1,1,3,2,4,3,4,1,1,4,5,1,Yes,3,79,96,93,2.71,3.0,2.0,Yes,Accenture,3.79,1.0
S0954,University B,CSE-DS,8,Female,23,9.4,1,3,1,1,3,5,2,2,2,4,4,2,3,3,No,4,64,94,52,2.14,2.43,2.57,Yes,Deloitte,16.45,0.92
S0955,University B,IT,8,Male,23,9.81,5,1,5,2,5,1,4,3,3,1,2,3,5,5,No,0,94,78,59,3.57,2.86,2.14,Yes,Accenture,14.57,1.0
S0956,University B,CSE-DS,8,Female,21,6.29,1,2,5,1,4,2,3,1,3,5,4,1,2,4,No,3,75,81,66,2.43,3.0,2.0,Yes,Deloitte,15.86,0.82
S0957,University A,CSE,8,Male,24,8.09,3,5,5,3,1,4,1,5,5,4,3,1,4,4,No,6,76,94,100,3.14,3.71,1.29,Yes,TCS,3.83,1.0
S0958,University B,CSE-AI,8,Female,20,5.7,2,1,3,3,2,5,1,3,3,5,5,1,5,2,Yes,1,72,52,60,2.71,2.86,2.14,Yes,TCS,6.59,0.73
S0959,University B,CSE-AI,8,Female,21,5.68,3,3,3,1,1,5,2,3,3,3,1,2,4,5,No,5,100,53,84,2.57,2.57,2.43,Yes,Accenture,6.4,0.78
S0960,University D,CSE-DS,8,Male,20,7.23,2,5,4,2,1,5,1,3,5,5,2,1,2,3,No,0,60,96,82,2.57,3.43,1.57,Yes,Cognizant,4.36,0.89
S0961,University B,IT,8,Female,24,6.02,2,4,4,2,1,4,4,3,5,3,3,2,1,1,No,1,88,89,100,2.86,3.29,1.71,Yes,Infosys,7.52,0.83
S0962,University D,CSE-DS,8,Female,20,9.84,1,5,2,2,4,4,1,2,1,4,3,2,4,2,No,6,67,70,65,2.29,2.57,2.43,Yes,Amazon,5.77,0.98
S0963,University A,CSE-DS,8,Male,22,9.45,2,1,5,4,1,4,2,1,1,5,5,2,5,3,No,6,58,57,48,2.71,3.0,2.0,Yes,Infosys,6.37,0.98
S0964,University C,CSE-DS,8,Male,21,7.06,3,1,3,2,2,1,5,1,3,2,1,5,4,4,No,5,58,56,74,2.43,2.57,2.43,Yes,Wipro,12.58,0.85
S0965,University B,CSE-AI,8,Male,24,9.77,5,5,2,3,3,5,1,5,2,1,3,5,4,4,Yes,3,81,80,69,3.43,3.29,1.71,Yes,Accenture,15.94,1.0
S0966,University B,CSE-AI,8,Female,23,8.09,5,4,3,1,3,5,1,2,3,4,5,3,4,3,Yes,4,71,80,77,2.86,3.86,1.14,Yes,Cognizant,15.28,1.0
S0967,University A,IT,8,Male,24,8.63,4,2,4,2,1,5,3,4,4,2,5,2,3,3,Yes,6,99,80,100,3.29,3.29,1.71,Yes,Cognizant,8.28,1.0
S0968,University B,CSE-AI,8,Male,22,6.2,2,3,1,1,5,2,3,4,2,3,4,2,5,4,Yes,4,98,56,56,2.57,2.43,2.57,Yes,Infosys,13.19,0.79
S0969,University C,IT,8,Male,21,5.88,5,5,2,5,1,1,5,4,4,2,4,1,2,4,No,0,66,98,98,3.29,3.29,1.71,Yes,TCS,16.88,0.8
S0970,University D,CSE,8,Male,24,5.79,3,1,1,2,5,1,1,1,5,2,2,3,2,5,Yes,1,60,59,98,2.0,2.43,2.57,No,,0.0,0.71
S0971,University C,CSE-AI,8,Female,20,6.48,1,1,4,1,5,2,4,4,1,3,4,3,4,1,No,6,53,70,72,3.0,2.43,2.57,Yes,IBM,16.55,0.8
S0972,University C,CSE-DS,8,Male,23,5.56,3,2,4,2,2,3,4,1,4,4,2,2,1,2,Yes,6,76,47,45,2.71,3.0,2.0,Yes,Microsoft,13.14,0.84
S0973,University C,CSE-DS,8,Male,24,6.82,2,1,4,3,3,3,1,2,4,2,4,4,4,5,No,3,76,97,93,2.57,3.0,2.0,Yes,Accenture,3.97,0.88
S0974,University C,CSE-AI,8,Female,22,9.79,3,4,1,4,3,3,1,5,5,4,1,1,4,5,Yes,1,69,84,56,2.86,2.71,2.29,Yes,Wipro,4.12,0.99
S0975,University C,CSE-AI,8,Female,21,6.67,3,1,4,2,2,3,3,4,3,2,5,4,5,3,No,4,98,40,55,3.0,3.14,1.86,Yes,Capgemini,8.88,0.82
S0976,University B,CSE,8,Female,22,7.34,5,1,3,4,2,2,5,4,3,1,1,1,5,3,Yes,4,71,80,65,3.57,2.14,2.86,Yes,Capgemini,10.73,0.89
S0977,University C,CSE-DS,8,Male,23,6.53,5,5,1,1,5,2,4,5,1,3,4,1,3,4,No,5,56,58,59,3.29,2.86,2.14,Yes,Amazon,10.33,0.79
S0978,University A,CSE,8,Male,23,5.73,4,1,5,4,3,4,3,4,4,2,4,2,4,5,Yes,2,92,59,89,3.86,3.14,1.86,Yes,Cognizant,4.81,0.84
S0979,University B,CSE-AI,8,Female,22,7.59,2,5,1,1,5,3,3,1,4,5,4,1,3,2,No,3,98,96,72,2.29,3.14,1.86,Yes,TCS,4.0,0.89
S0980,University C,CSE,8,Male,24,9.53,5,5,2,2,1,4,4,4,2,1,4,4,1,5,Yes,1,97,51,71,3.14,3.29,1.71,Yes,Deloitte,9.65,1.0
S0981,University D,IT,8,Male,22,7.49,5,4,3,2,5,3,5,1,4,4,2,5,4,2,No,5,60,84,77,3.43,3.86,1.14,Yes,Amazon,13.9,1.0
S0982,University B,CSE,8,Male,23,9.01,3,1,3,5,2,2,1,4,1,3,5,4,1,5,No,5,96,68,46,2.86,2.86,2.14,Yes,Accenture,9.61,0.99
S0983,University B,IT,8,Male,23,8.86,5,1,4,2,5,5,2,5,5,1,5,5,2,4,Yes,4,59,66,89,4.0,3.71,1.29,Yes,Accenture,8.34,1.0
S0984,University A,CSE,8,Female,22,8.75,1,5,4,3,5,3,2,4,5,3,2,1,2,5,Yes,0,93,89,60,3.14,3.0,2.0,Yes,Capgemini,17.86,0.99
S0985,University B,CSE-DS,8,Male,20,8.91,5,4,4,1,4,5,2,1,5,3,5,4,2,1,No,2,88,73,55,3.14,4.29,0.71,Yes,Capgemini,17.88,1.0
S0986,University B,CSE,8,Female,20,8.57,1,4,5,1,4,4,5,1,4,4,3,2,1,3,Yes,0,74,81,99,3.0,3.29,1.71,Yes,Microsoft,7.29,1.0
S0987,University D,CSE-AI,8,Female,21,6.38,4,1,1,4,1,5,2,4,3,1,4,1,2,1,Yes,4,90,97,100,3.0,2.14,2.86,Yes,Infosys,17.91,0.82
S0988,University A,CSE,8,Female,24,7.83,5,4,5,2,3,3,5,3,1,1,4,2,5,5,No,4,61,81,86,3.71,3.14,1.86,Yes,Capgemini,10.5,0.97
S0989,University B,IT,8,Male,22,5.51,5,1,5,4,1,2,4,4,4,2,1,5,1,5,Yes,6,51,55,84,3.57,3.29,1.71,Yes,TCS,5.3,0.93
S0990,University A,CSE,8,Male,21,6.73,2,3,5,4,2,3,3,5,4,1,1,2,1,3,Yes,2,60,82,68,3.43,2.57,2.43,Yes,Microsoft,6.72,0.88
S0991,University A,CSE-DS,8,Female,21,7.52,2,1,2,5,3,5,4,4,1,2,5,4,4,1,Yes,6,68,55,69,3.57,2.43,2.57,Yes,Capgemini,8.27,0.88
S0992,University B,CSE-DS,8,Female,23,8.57,4,3,5,1,5,4,3,3,1,2,4,3,5,5,Yes,0,72,95,90,3.57,3.14,1.86,Yes,Deloitte,12.05,1.0
S0993,University B,CSE-AI,8,Male,22,7.31,2,2,2,4,1,4,4,4,5,5,5,4,3,5,Yes,1,73,77,64,3.0,3.57,1.43,Yes,Deloitte,12.0,0.92
S0994,University B,CSE-AI,8,Male,22,6.32,5,4,2,2,4,5,5,2,1,4,4,4,1,4,No,1,62,97,67,3.57,3.43,1.57,Yes,Microsoft,9.15,0.91
S0995,University B,CSE,8,Female,21,8.81,4,4,5,5,4,4,4,5,2,3,4,1,3,1,Yes,2,83,51,48,4.43,3.29,1.71,Yes,Capgemini,11.35,1.0
S0996,University B,CSE,8,Female,24,8.15,2,5,1,2,2,4,1,1,1,1,3,3,1,4,No,1,89,86,92,1.86,2.29,2.71,Yes,Capgemini,17.66,0.86
S0997,University B,CSE-DS,8,Male,22,5.81,3,1,1,2,5,5,4,3,2,5,4,2,1,5,No,5,70,93,87,3.29,2.57,2.43,Yes,Wipro,9.26,0.78
S0998,University A,CSE-DS,8,Female,24,8.23,2,1,5,2,2,3,2,1,5,4,4,4,5,1,No,4,89,65,53,2.43,3.57,1.43,Yes,Microsoft,17.23,0.97
S0999,University A,CSE-DS,8,Male,22,6.08,1,1,4,3,2,1,4,5,4,4,1,5,4,5,No,3,59,88,93,2.86,2.86,2.14,Yes,Capgemini,13.27,0.85
S1000,University A,CSE-AI,8,Female,20,7.66,1,2,3,2,1,2,4,5,3,4,1,1,1,4,No,3,62,81,55,2.57,2.14,2.86,Yes,Cognizant,4.6,0.81
